$48,2.10,0.00,2.10,0.00
a,0.00,2.80,0.00,2.80
$49,3.79,3.79,0.06,0.06
$50,0.02,0.02,0.02,6.76
b,0.00,0.00,4.40,4.40
out,0.01,0.01,0.01,2.70
