$50,3.89936e+00,1.00001e-02,3.89936e+00,1.00001e-02
a,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$51,1.29651e+00,1.29651e+00,3.00003e-03,3.00003e-03
b,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
out,2.07835e+00,5.22606e-01,1.56094e+00,5.20003e-03
